1	851
1	1114
1	1734
1	2697
1	4835
1	9097
1	17325
1	33811
1	66656
1	132760
1	266012
2	575
2	745
2	1046
2	1717
2	2920
2	5251
2	10415
2	19182
2	37233
2	78196
2	156167
3	411
3	527
3	775
3	1205
3	2006
3	3689
3	7139
3	13590
3	27391
3	54135
3	113719
4	435
4	437
4	611
4	992
4	1634
4	3102
4	5665
4	10798
4	21908
4	42743
4	85512
5	302
5	376
5	525
5	823
5	1465
5	2516
5	4544
5	9085
5	17619
5	33228
5	68929
6	290
6	353
6	491
6	734
6	1234
6	2211
6	3993
6	7828
6	15256
6	29183
6	57960
7	367
7	358
7	477
7	904
7	1150
7	1956
7	3682
7	6774
7	13153
7	26252
7	50559
8	318
8	460
8	593
8	725
8	1152
8	2104
8	3648
8	7217
8	13223
8	25698
8	52808
9	318
9	562
9	511
9	894
9	1340
9	2405
9	4425
9	8340
9	17284
9	35011
9	62449
10	331
10	531
10	513
10	808
10	1327
10	2464
10	4339
10	7959
10	15359
10	30432
10	62998
11	327
11	406
11	673
11	973
11	1489
11	2639
11	4431
11	8495
11	16271
11	29497
11	59757
12	362
12	533
12	587
12	855
12	1405
12	2501
12	4702
12	8647
12	16641
12	30361
12	67017
13	373
13	457
13	754
13	978
13	1594
13	2742
13	4297
13	8198
13	16621
13	30591
13	61407
14	480
14	408
14	600
14	987
14	1562
14	2386
14	4431
14	8515
14	16152
14	30251
14	66766
15	373
15	450
15	808
15	865
15	1397
15	2519
15	4690
15	8207
15	15805
15	30808
15	66531
16	464
16	419
16	716
16	1009
16	1394
16	2444
16	4430
16	7846
16	15955
16	32873
16	61454
