1	1596
1	1613
1	1619
1	1614
1	1620
1	3194
1	3241
1	3223
1	3245
1	3239
1	4791
1	4837
1	4859
1	4855
1	4856
1	6384
1	6480
1	6472
1	6479
1	6455
1	7982
1	8098
1	8098
1	8099
1	8098
1	9578
1	9711
1	9722
1	9689
1	9716
1	11175
1	11343
1	11345
1	11343
1	11341
1	12774
1	12968
1	12959
1	12955
1	12957
1	14371
1	14582
1	14580
1	14574
1	14564
1	15966
1	16199
1	16199
1	16197
1	16193
1	17562
1	17822
1	17820
1	17811
1	17807
1	19158
1	19444
1	19437
1	19447
1	19432
1	20752
1	21054
1	21057
1	21058
1	21059
1	22351
1	22664
1	22672
1	22673
1	22679
1	23959
1	24167
1	24181
1	24175
1	24175
1	25538
1	25911
1	25914
1	25910
1	25796
2	3049
2	811
2	810
2	811
2	810
2	6071
2	1625
2	1620
2	1620
2	1621
2	9359
2	2431
2	2430
2	2432
2	2431
2	12276
2	3242
2	3241
2	3242
2	3241
2	15354
2	4052
2	4052
2	4047
2	4051
2	18106
2	4861
2	4858
2	4861
2	4861
2	21427
2	5674
2	5657
2	5671
2	5670
2	24601
2	6481
2	6482
2	6481
2	6484
2	27485
2	7292
2	7292
2	7292
2	7291
2	30623
2	8108
2	8101
2	8102
2	8106
2	33535
2	8912
2	8912
2	8915
2	8919
2	36558
2	9727
2	9706
2	9723
2	9719
2	39691
2	10532
2	10531
2	10534
2	10534
2	43372
2	11345
2	11343
2	11344
2	11338
2	45883
2	12153
2	12124
2	12149
2	12150
2	48303
2	12962
2	12947
2	12963
2	12917
3	2276
3	539
3	539
3	540
3	541
3	4581
3	1081
3	1079
3	1081
3	1081
3	7381
3	1622
3	1623
3	1622
3	1621
3	10631
3	2167
3	2165
3	2165
3	2166
3	13094
3	2702
3	2705
3	2710
3	2707
3	14153
3	3245
3	3248
3	3242
3	3243
3	18175
3	3772
3	3773
3	3775
3	3784
3	19360
3	4322
3	4325
3	4315
3	4324
3	21668
3	4869
3	4864
3	4870
3	4868
3	21669
3	5404
3	5407
3	5407
3	5402
3	29306
3	5944
3	5946
3	5942
3	5945
3	30213
3	6488
3	6536
3	6495
3	6491
3	28562
3	7027
3	7024
3	7027
3	7029
3	31984
3	7564
3	7571
3	7567
3	7622
3	33075
3	8111
3	8108
3	8104
3	8070
3	37858
3	8651
3	8652
3	8648
3	8653
4	401
4	406
4	406
4	406
4	406
4	799
4	815
4	809
4	810
4	808
4	12119
4	1217
4	1216
4	1216
4	1216
4	1598
4	1620
4	1621
4	1620
4	1622
4	2012
4	2030
4	2028
4	2027
4	2026
4	18877
4	2432
4	2431
4	2431
4	2436
4	2796
4	2836
4	2836
4	2839
4	2837
4	22263
4	3244
4	3246
4	3246
4	3246
4	3600
4	3649
4	3646
4	3653
4	3653
4	3997
4	4056
4	4056
4	4054
4	4054
4	4397
4	4459
4	4464
4	4460
4	4461
4	41575
4	4930
4	4863
4	4867
4	4865
4	5192
4	5267
4	5322
4	5271
4	5276
4	51564
4	5672
4	5673
4	5673
4	5676
4	5995
4	6079
4	6077
4	6087
4	6076
4	50487
4	6490
4	6487
4	6488
4	6485
5	2907
5	326
5	325
5	327
5	334
5	4924
5	653
5	650
5	649
5	649
5	8498
5	975
5	975
5	976
5	982
5	11617
5	1299
5	1303
5	1300
5	1298
5	15275
5	1632
5	1626
5	1627
5	1668
5	14994
5	1951
5	2060
5	1951
5	1958
5	16042
5	2273
5	2276
5	2272
5	2277
5	23409
5	2607
5	2600
5	2593
5	2681
5	21429
5	2920
5	2926
5	2923
5	2925
5	27546
5	3249
5	3246
5	3252
5	3244
5	26737
5	3582
5	3567
5	3572
5	3568
5	32940
5	3899
5	3899
5	3905
5	3897
5	33282
5	4255
5	4221
5	4226
5	4225
5	42178
5	4544
5	4546
5	4544
5	4544
5	36154
5	4884
5	4880
5	4878
5	4878
5	34343
5	5191
5	5192
5	5194
5	5198
6	2248
6	272
6	272
6	271
6	271
6	4319
6	543
6	548
6	541
6	541
6	6418
6	813
6	816
6	820
6	817
6	9993
6	1087
6	1083
6	1083
6	1086
6	10130
6	1355
6	1357
6	1355
6	1355
6	1629
6	1622
6	1624
6	1627
6	1637
6	16003
6	1894
6	1897
6	1899
6	1907
6	9842
6	2165
6	2200
6	2165
6	2169
6	11788
6	2457
6	2437
6	2436
6	2437
6	12276
6	2702
6	2710
6	2714
6	2712
6	24156
6	2979
6	2975
6	2978
6	2980
6	25170
6	3250
6	3246
6	3255
6	3242
6	27372
6	3522
6	3521
6	3512
6	3512
6	16986
6	3787
6	3785
6	3779
6	3787
6	32273
6	4057
6	4070
6	4061
6	4062
6	35122
6	4341
6	4336
6	4323
6	4323
7	1557
7	232
7	234
7	234
7	234
7	3256
7	466
7	464
7	466
7	467
7	4902
7	699
7	733
7	739
7	700
7	5546
7	931
7	942
7	930
7	931
7	10040
7	1168
7	1166
7	1163
7	1162
7	10544
7	1401
7	1390
7	1394
7	1400
7	9774
7	1628
7	1633
7	1628
7	1632
7	12227
7	1926
7	1864
7	1864
7	1860
7	11450
7	2095
7	2093
7	2092
7	2103
